datum;nummer1;nummer2;nummer3;nummer4;nummer5;zz1;zz2;spielEinsatz;anzahlKlasse1;quoteKlasse1;anzahlKlasse2;quoteKlasse2;anzahlKlasse3;quoteKlasse3;anzahlKlasse4;quoteKlasse4;anzahlKlasse5;quoteKlasse5;anzahlKlasse6;quoteKlasse6;anzahlKlasse7;quoteKlasse7;anzahlKlasse8;quoteKlasse8;anzahlKlasse9;quoteKlasse9;anzahlKlasse10;quoteKlasse10;anzahlKlasse11;quoteKlasse11;anzahlKlasse12;quoteKlasse12;tag
17.11.2017;3;4;17;41;47;2;5;29.486.256,00 €;1;10.000.000,00 €;0;0,00 €;2;221.146,90 €;29;5.083,80 €;483;274,70 €;877;117,60 €;1.656;53,40 €;25.458;18,40 €;23.328;18,40 €;40.832;15,50 €;133.564;8,60 €;360.287;7,80 €;Fr
24.11.2017;11;16;18;22;43;7;8;28.969.524,00 €;1;10.000.000,00 €;2;1.242.185,30 €;5;86.908,50 €;24;6.035,30 €;550;237,00 €;801;126,50 €;1.321;65,70 €;19.441;23,00 €;26.407;16,40 €;40.126;15,50 €;101.850;11,00 €;389.596;7,10 €;Fr
01.12.2017;5;16;20;29;30;2;7;29.368.490,00 €;0;0,00 €;3;416.053,60 €;8;55.065,90 €;39;3.765,10 €;593;222,80 €;946;108,60 €;1.885;46,70 €;26.445;17,40 €;24.764;17,40 €;40.903;15,40 €;141.364;8,10 €;356.866;7,80 €;Fr
08.12.2017;9;15;20;24;34;1;5;30.290.052,00 €;0;0,00 €;4;321.831,80 €;3;151.450,20 €;27;5.609,20 €;490;278,10 €;895;118,40 €;1.516;59,90 €;21.567;21,70 €;23.262;19,50 €;41.914;15,50 €;113.631;10,30 €;350.158;8,20 €;Fr
15.12.2017;1;7;12;16;18;1;4;32.270.474,00 €;0;0,00 €;0;0,00 €;7;69.151,00 €;60;2.689,20 €;854;170,00 €;1377;82,00 €;1.667;58,00 €;23.401;21,30 €;32.816;14,70 €;56.140;12,30 €;112.974;11,10 €;431.963;7,10 €;Fr
22.12.2017;16;26;32;40;47;1;6;37.222.064,00 €;0;0,00 €;2;1.476.716,40 €;4;139.582,70 €;39;4.772,00 €;515;325,20 €;931;139,90 €;1.663;67,10 €;23.802;24,20 €;25.363;22,00 €;48.084;16,60 €;132.336;10,90 €;382.174;9,30 €;Fr
29.12.2017;16;30;33;40;43;2;4;39.169.456,00 €;0;0,00 €;1;1.664.701,80 €;2;293.770,90 €;43;4.554,50 €;595;296,20 €;976;140,40 €;1.739;67,50 €;25.800;23,50 €;27.901;21,00 €;46.663;18,00 €;147.178;10,30 €;434.405;8,60 €;Fr
05.01.2018;40;2;38;45;7;10;7;42.621.542,00 €;0;0,00 €;4;452.853,80 €;8;79.915,30 €;32;6.659,60 €;662;289,70 €;1.186;125,70 €;1.578;81,00 €;23.850;27,60 €;30.358;21,00 €;54.020;16,90 €;128.698;12,90 €;472.493;8,60 €;Fr
12.01.2018;25;17;16;40;44;9;2;49.010.994,00 €;0;0,00 €;1;2.082.967,20 €;7;105.023,50 €;44;5.569,40 €;838;263,10 €;1.811;94,70 €;2.410;61,00 €;38.213;19,90 €;36.706;19,90 €;70.808;14,80 €;205.938;9,20 €;557.705;8,30 €;Fr
19.01.2018;47;45;3;9;17;4;9;56.102.658,00 €;0;0,00 €;5;476.872,50 €;3;280.513,20 €;74;3.790,70 €;1.090;231,60 €;1.919;102,30 €;3.113;54,00 €;43.059;20,10 €;48.899;17,20 €;86.782;13,80 €;219.136;9,90 €;687.775;7,70 €;Fr
26.01.2018;23;29;10;26;35;5;3;71.304.514,00 €;0;0,00 €;2;1.515.220,90 €;6;178.261,20 €;124;2.875,10 €;1.522;210,80 €;2.261;110,30 €;4.706;45,40 €;66.728;16,50 €;66.577;16,00 €;100.814;15,20 €;338.459;8,20 €;931.749;7,30 €;Fr
02.02.2018;15;29;41;24;33;7;8;94.676.370,00 €;0;0,00 €;7;2.921.419,30 €;6;236.690,90 €;102;4.640,90 €;1.799;236,80 €;2.917;113,50 €;4.165;68,10 €;62.245;23,50 €;82.832;17,10 €;129.148;15,70 €;330.727;11,10 €;1.186.544;7,60 €;Fr
09.02.2018;46;8;24;34;7;8;4;100.772.336,00 €;1;90.000.000,00 €;8;3.520.586,10 €;9;167.953,80 €;150;3.359,00 €;1.678;270,20 €;2.747;128,30 €;6.234;48,40 €;98.760;16,70 €;85.007;16,70 €;138.572;15,60 €;496.340;7,90 €;1.272.441;7,50 €;Fr
16.02.2018;4;19;25;8;44;10;9;37.994.014,00 €;0;0,00 €;1;1.614.745,60 €;7;81.415,70 €;42;4.523,00 €;791;216,10 €;1.807;76,00 €;1.440;76,00 €;19.578;30,00 €;31.177;18,20 €;73.274;12,90 €;104.249;12,90 €;417.353;8,60 €;Fr
23.02.2018;26;46;18;42;33;10;4;38.568.958,00 €;0;0,00 €;3;546.393,50 €;4;144.633,50 €;32;6.026,30 €;812;213,70 €;1.579;85,40 €;1.478;78,20 €;21.106;28,30 €;29.958;19,30 €;59.733;13,80 €;111.170;13,50 €;410.517;8,90 €;Fr
02.03.2018;27;16;20;46;18;3;5;41.480.060,00 €;0;0,00 €;4;440.725,60 €;4;155.550,20 €;61;3.400,00 €;707;264,00 €;1.113;130,40 €;2.712;45,80 €;36.448;17,60 €;35.950;17,30 €;57.170;15,50 €;194.201;8,30 €;526.600;7,50 €;Fr
09.03.2018;23;28;15;33;36;7;4;44.874.446,00 €;1;42.670.719,30 €;6;317.860,60 €;6;112.186,10 €;150;1.495,80 €;1.311;154,00 €;1.898;82,70 €;4.101;32,80 €;51.537;14,30 €;44.044;14,30 €;69.914;13,70 €;252.600;7,20 €;580.152;7,20 €;Fr
16.03.2018;37;27;48;49;4;3;4;34.275.444,00 €;0;0,00 €;0;0,00 €;1;514.131,60 €;29;5.909,50 €;524;294,30 €;910;131,80 €;1.562;65,80 €;22.988;23,10 €;28.338;18,10 €;44.275;16,60 €;125.062;10,60 €;436.602;7,40 €;Fr
23.03.2018;4;14;42;22;33;1;10;35.760.900,00 €;1;17.461.478,80 €;7;425.220,60 €;8;67.051,60 €;55;3.250,90 €;695;231,50 €;1.860;67,50 €;1.581;67,50 €;21.688;25,50 €;25.671;20,80 €;63.409;12,30 €;112.488;12,30 €;357.287;9,50 €;Fr
30.03.2018;15;5;29;32;17;7;5;32.296.392,00 €;0;0,00 €;4;343.149,10 €;4;121.111,40 €;64;2.523,10 €;816;178,10 €;1.239;91,20 €;2.673;36,20 €;34.670;14,40 €;33.582;14,40 €;49.652;13,90 €;161.496;7,70 €;450.096;6,80 €;Fr
06.04.2018;16;8;23;50;6;4;8;33.088.596,00 €;0;0,00 €;1;1.406.265,30 €;2;248.164,40 €;34;4.865,90 €;700;212,70 €;1.051;110,10 €;2.514;39,40 €;33.557;15,80 €;30.261;15,80 €;48.290;14,70 €;171.334;7,50 €;417.622;7,50 €;Fr
13.04.2018;25;10;3;34;21;7;10;37.833.540,00 €;0;0,00 €;5;321.585,00 €;3;189.167,70 €;36;5.254,60 €;734;231,90 €;1.338;98,90 €;1.562;72,60 €;22.144;26,40 €;31.956;17,70 €;59.936;13,50 €;112.236;13,10 €;451.540;8,00 €;Fr
20.04.2018;46;22;25;28;24;4;2;37.177.284,00 €;0;0,00 €;3;526.678,10 €;7;79.665,60 €;48;3.872,60 €;729;229,40 €;1.168;111,40 €;1.967;56,70 €;28.582;20,10 €;31.401;17,70 €;50.184;15,90 €;150.904;9,60 €;462.026;7,60 €;Fr
27.04.2018;33;21;9;32;31;9;10;41.463.010,00 €;0;0,00 €;4;440.544,40 €;6;103.657,50 €;42;4.936,00 €;545;342,30 €;1.280;113,30 €;1.501;82,80 €;21.369;30,00 €;27.546;22,50 €;58.772;15,10 €;114.910;14,00 €;421.801;9,30 €;Fr
04.05.2018;26;49;24;29;36;3;6;46.149.578,00 €;0;0,00 €;5;392.271,40 €;5;138.448,70 €;54;4.273,10 €;810;256,30 €;1.280;126,10 €;2.911;47,50 €;43.438;17,50 €;36.852;17,50 €;60.495;16,40 €;231.220;7,90 €;548.251;7,90 €;Fr
11.05.2018;37;17;39;14;3;10;5;49.563.350,00 €;0;0,00 €;3;702.147,40 €;14;53.103,50 €;57;4.347,60 €;1.060;210,40 €;2.235;77,60 €;2.326;63,90 €;31.008;24,70 €;42.287;17,50 €;88.705;12,00 €;161.111;11,90 €;576.865;8,20 €;Fr
18.05.2018;23;1;11;41;44;2;8;59.512.634,00 €;0;0,00 €;4;632.321,70 €;7;127.527,00 €;60;4.959,30 €;1.091;245,40 €;1.831;113,70 €;3.715;48,00 €;53.615;17,50 €;49.864;17,50 €;83.385;15,30 €;282.921;8,20 €;705.949;8,00 €;Fr
25.05.2018;15;46;40;31;35;8;3;71.551.564,00 €;0;0,00 €;4;2.327.357,80 €;11;97.570,30 €;83;4.310,30 €;1.071;300,60 €;1.834;136,50 €;3.654;58,70 €;58.490;19,80 €;51.579;19,80 €;86.930;17,60 €;335.422;8,60 €;782.101;8,60 €;Fr
01.06.2018;14;21;19;30;32;7;4;79.275.546,00 €;0;0,00 €;3;7.318.844,80 €;13;91.471,70 €;119;3.330,90 €;1.388;257,00 €;2.416;114,80 €;5.644;42,10 €;85.289;15,90 €;66.097;15,90 €;107.953;15,70 €;444.634;7,50 €;971.800;7,50 €;Fr
08.06.2018;39;5;22;13;36;10;9;83.365.398,00 €;0;0,00 €;5;4.673.083,20 €;13;96.190,80 €;89;4.683,40 €;1.764;212,60 €;3.703;78,70 €;3.349;74,60 €;47.103;27,40 €;68.760;18,10 €;146.021;12,60 €;252.881;12,60 €;941.723;8,40 €;Fr
15.06.2018;21;9;5;7;1;3;10;84.536.378,00 €;0;0,00 €;28;853.136,90 €;41;30.927,90 €;140;3.019,10 €;3.383;112,40 €;6.656;49,50 €;4.438;49,50 €;54.351;24,10 €;87.027;14,50 €;168.026;11,50 €;273.714;11,50 €;1.055.581;7,60 €;Fr
22.06.2018;16;35;33;24;43;6;7;84.237.880,00 €;0;0,00 €;11;2.173.407,10 €;20;63.178,40 €;93;4.528,90 €;1.917;197,70 €;2.817;104,60 €;4.160;60,70 €;55.962;23,30 €;77.501;16,30 €;121.233;14,90 €;291.643;11,20 €;1.083.078;7,40 €;Fr
29.06.2018;47;18;30;9;48;4;6;84.290.836,00 €;0;0,00 €;4;5.966.268,70 €;8;158.045,30 €;82;5.139,60 €;1.339;283,20 €;2.346;125,70 €;4.152;60,90 €;63.113;20,70 €;61.831;20,40 €;108.032;16,70 €;349.323;9,40 €;945.584;8,50 €;Fr
06.07.2018;38;7;45;24;2;5;8;85.002.404,00 €;2;45.000.000,00 €;24;999.914,60 €;29;43.966,70 €;191;2.225,10 €;2.239;170,80 €;4.264;69,70 €;6.554;38,90 €;79.772;16,50 €;84.568;15,00 €;137.427;13,20 €;414.050;8,00 €;1.078.148;7,50 €;Fr
13.07.2018;13;46;34;14;21;5;2;42.195.090,00 €;0;0,00 €;2;896.645,60 €;3;210.975,40 €;51;4.136,70 €;839;226,30 €;1.400;105,40 €;2.528;50,00 €;35.264;18,50 €;37.217;17,00 €;62.888;14,40 €;182.796;9,00 €;523.897;7,60 €;Fr
20.07.2018;43;33;42;40;13;9;7;41.119.650,00 €;1;22.736.889,80 €;3;582.528,30 €;2;308.397,30 €;28;7.342,70 €;672;275,30 €;1.099;130,90 €;1.972;62,50 €;27.242;23,30 €;35.361;17,40 €;58.022;15,20 €;144.974;11,00 €;495.097;7,90 €;Fr
27.07.2018;40;50;43;2;22;8;3;36.610.080,00 €;0;0,00 €;1;1.555.928,40 €;6;91.525,20 €;36;5.084,70 €;523;315,00 €;822;155,80 €;1.793;61,20 €;29.839;20,20 €;25.294;20,20 €;42.025;18,70 €;181.840;8,50 €;393.133;8,50 €;Fr
03.08.2018;25;31;12;4;8;8;7;39.108.996,00 €;0;0,00 €;5;332.426,40 €;14;41.902,40 €;74;2.642,40 €;1.434;122,70 €;2.098;65,20 €;2.192;53,50 €;28.299;21,40 €;45.967;12,70 €;71.422;11,70 €;139.206;10,90 €;559.530;6,60 €;Fr
10.08.2018;4;17;21;15;23;6;7;40.853.196,00 €;0;0,00 €;3;578.753,60 €;9;68.088,60 €;48;4.255,50 €;952;193,10 €;1.507;94,80 €;2.025;60,50 €;28.066;22,50 €;41.635;14,70 €;65.820;13,30 €;142.116;11,20 €;565.204;6,90 €;Fr
17.08.2018;12;2;43;44;32;3;4;43.488.062,00 €;0;0,00 €;5;369.648,50 €;5;130.464,10 €;45;4.832,00 €;878;222,80 €;1.361;111,80 €;2.246;58,00 €;30.329;22,20 €;39.737;16,40 €;59.752;15,60 €;160.574;10,50 €;557.957;7,40 €;Fr
24.08.2018;26;25;8;48;38;6;9;47.186.994,00 €;0;0,00 €;2;1.002.723,60 €;7;101.114,90 €;43;5.486,80 €;833;254,90 €;1.644;100,40 €;2.316;61,10 €;32.153;22,70 €;39.462;17,90 €;73.697;13,70 €;165.737;11,10 €;545.474;8,20 €;Fr
31.08.2018;24;6;9;18;3;7;2;52.302.452,00 €;2;30.920.808,30 €;23;96.645,80 €;32;24.516,70 €;172;1.520,40 €;2.068;113,80 €;3.855;47,40 €;4.858;32,20 €;55.961;14,40 €;63.099;12,40 €;105.519;10,60 €;258.765;7,80 €;740.989;6,70 €;Fr
07.09.2018;28;36;4;43;7;1;6;36.917.070,00 €;0;0,00 €;3;522.991,80 €;10;55.375,60 €;42;4.394,80 €;745;222,90 €;1.545;83,60 €;1.809;61,20 €;25.008;22,80 €;30.269;18,20 €;62.653;12,60 €;133.214;10,80 €;424.482;8,30 €;Fr
14.09.2018;49;33;35;24;46;9;5;38.452.000,00 €;0;0,00 €;1;1.634.210,00 €;6;96.130,00 €;32;6.008,10 €;722;239,60 €;1.265;106,30 €;1.972;58,40 €;26.757;22,20 €;31.016;18,50 €;54.728;15,10 €;146.612;10,20 €;439.972;8,30 €;Fr
21.09.2018;8;16;42;46;5;2;10;40.971.820,00 €;0;0,00 €;3;580.434,10 €;5;122.915,40 €;33;6.207,80 €;606;304,20 €;1.160;123,60 €;1.674;73,40 €;24.356;26,00 €;29.093;21,10 €;58.651;15,00 €;129.638;12,30 €;443.541;8,80 €;Fr
28.09.2018;40;3;18;8;13;6;10;42.780.488,00 €;0;0,00 €;4;454.542,60 €;6;106.951,20 €;41;5.217,10 €;858;224,30 €;2.115;72,30 €;1.729;72,30 €;23.764;27,90 €;32.992;19,40 €;73.835;13,00 €;124.212;13,00 €;483.396;8,40 €;Fr
05.10.2018;32;12;44;49;15;5;7;46.429.416,00 €;0;0,00 €;4;493.312,50 €;8;87.055,10 €;88;2.638,00 €;893;233,90 €;1.493;108,80 €;2.838;49,00 €;40.871;17,60 €;40.660;17,10 €;64.815;15,40 €;216.385;8,30 €;570.657;7,70 €;Fr
12.10.2018;26;50;42;31;6;2;9;52.385.110,00 €;0;0,00 €;1;2.226.367,10 €;6;130.962,70 €;52;5.037,00 €;742;317,60 €;1.332;137,60 €;2.251;69,80 €;37.028;22,20 €;34.888;22,20 €;63.032;17,80 €;210.576;9,70 €;541.693;9,20 €;Fr
19.10.2018;9;48;32;12;28;7;8;60.878.800,00 €;0;0,00 €;15;172.489,90 €;19;48.062,20 €;54;5.636,90 €;1.555;176,10 €;2.222;95,80 €;2.957;61,70 €;41.880;22,50 €;63.467;14,30 €;91.322;14,30 €;216.577;10,90 €;845.533;6,80 €;Fr
26.10.2018;44;18;19;33;38;4;10;72.732.866,00 €;0;0,00 €;5;1.234.568,50 €;9;121.221,40 €;57;6.380,00 €;1.306;250,60 €;2.538;100,30 €;3.159;69,00 €;46.058;24,40 €;62.243;17,50 €;127.997;12,20 €;234.078;12,10 €;863.017;8,00 €;Fr
02.11.2018;5;42;33;17;27;9;10;77.675.666,00 €;0;0,00 €;7;3.100.089,50 €;15;77.675,60 €;63;6.164,70 €;1.588;220,10 €;3.438;79,00 €;3.116;74,70 €;44.363;27,10 €;65.209;17,80 €;139.928;12,50 €;235.787;12,50 €;891.051;8,30 €;Fr
09.11.2018;8;46;32;34;49;3;5;80.425.826,00 €;0;0,00 €;3;7.529.076,40 €;10;120.638,70 €;121;3.323,30 €;1.475;245,30 €;2.295;122,60 €;4.383;55,00 €;64.070;19,40 €;65.527;18,40 €;105.230;16,40 €;356.979;8,70 €;959.892;8,00 €;Fr
16.11.2018;45;13;15;18;39;5;6;81.911.184,00 €;5;18.000.000,00 €;6;3.848.561,50 €;10;122.866,70 €;83;4.934,40 €;1.515;243,30 €;2.423;118,30 €;3.971;61,80 €;59.734;21,20 €;68.336;17,90 €;114.718;15,30 €;311.906;10,20 €;1.003.858;7,70 €;Fr
23.11.2018;46;28;22;31;17;5;10;41.136.930,00 €;0;0,00 €;6;291.386,50 €;5;123.410,70 €;36;5.713,40 €;675;274,20 €;1.277;112,70 €;1.608;76,70 €;24.432;26,00 €;29.560;20,80 €;59.410;14,80 €;131.861;12,10 €;438.716;8,90 €;Fr
30.11.2018;18;22;35;41;36;3;4;42.395.584,00 €;0;0,00 €;3;609.436,50 €;1;609.436,50 €;45;4.710,60 €;749;254,70 €;1.218;121,80 €;1.912;66,50 €;28.461;23,00 €;36.370;17,40 €;54.385;16,70 €;153.245;10,70 €;525.796;7,70 €;Fr
07.12.2018;16;42;31;4;21;6;4;44.773.108,00 €;1;33.208.146,80 €;2;951.428,50 €;8;83.949,50 €;53;4.223,80 €;785;256,60 €;1.427;109,80 €;2.397;56,00 €;35.345;19,60 €;34.070;19,60 €;58.182;16,50 €;189.063;9,20 €;504.884;8,40 €;Fr
14.12.2018;30;24;26;4;14;10;9;38.672.990,00 €;1;10.000.000,00 €;3;547.867,30 €;11;52.735,80 €;36;5.371,20 €;595;292,40 €;1.478;91,50 €;1.556;74,50 €;20.580;29,10 €;28.647;20,20 €;65.254;13,20 €;110.665;13,20 €;399.159;9,20 €;Fr
21.12.2018;20;34;49;16;3;10;2;40.163.398,00 €;0;0,00 €;4;426.736,10 €;7;86.064,40 €;28;7.172,00 €;713;253,40 €;1.311;107,20 €;1.614;74,60 €;23.115;26,90 €;28.963;20,80 €;57.685;14,90 €;123.673;12,60 €;420.852;9,10 €;Fr
28.12.2018;38;31;24;40;19;10;7;41.647.852,00 €;2;9.606.434,20 €;3;590.011,20 €;4;156.179,40 €;48;4.338,30 €;676;277,20 €;1.297;112,30 €;1.597;78,20 €;23.251;27,70 €;30.932;20,10 €;57.266;15,60 €;122.952;13,20 €;463.100;8,50 €;Fr
04.01.2019;25;3;32;10;43;3;1;36.159.076,00 €;0;0,00 €;4;384.190,10 €;5;108.477,20 €;44;4.108,90 €;788;206,40 €;1.276;99,10 €;1.729;62,70 €;25.530;21,90 €;33.331;16,20 €;54.608;14,20 €;130.755;10,70 €;462.212;7,40 €;Fr
11.01.2019;49;35;6;39;12;9;4;38.429.284,00 €;0;0,00 €;2;816.622,20 €;8;72.054,90 €;43;4.468,50 €;624;277,10 €;1.102;122,00 €;1.897;60,70 €;28.326;21,00 €;28.825;19,90 €;51.518;16,00 €;151.624;9,80 €;441.558;8,30 €;Fr
18.01.2019;2;9;36;47;23;9;2;41.724.048,00 €;0;0,00 €;4;443.318,00 €;13;48.143,10 €;77;2.709,30 €;947;198,20 €;1.686;86,60 €;2.936;42,60 €;36.909;17,50 €;36.384;17,20 €;65.822;13,60 €;172.072;9,40 €;505.113;7,80 €;Fr
25.01.2019;24;35;28;48;25;8;4;44.197.696,00 €;0;0,00 €;3;626.134,00 €;4;165.741,30 €;59;3.745,50 €;691;287,80 €;1.176;131,50 €;2.907;45,60 €;43.366;17,10 €;35.325;17,10 €;57.090;16,60 €;224.171;7,80 €;535.178;7,80 €;Fr
01.02.2019;6;45;47;38;29;2;3;49.796.040,00 €;0;0,00 €;6;352.721,90 €;7;106.705,80 €;57;4.368,00 €;901;248,70 €;1.413;123,30 €;1.872;79,80 €;28.873;26,70 €;39.807;18,70 €;62.643;17,00 €;162.991;11,90 €;594.589;7,90 €;Fr
08.02.2019;26;21;24;5;8;5;4;55.553.830,00 €;1;63.248.942,30 €;4;590.259,40 €;6;138.884,50 €;81;3.429,20 €;1.255;199,10 €;2.025;96,00 €;3.116;53,40 €;42.973;20,00 €;55.929;14,80 €;86.413;13,80 €;214.934;10,00 €;769.432;6,80 €;Fr
15.02.2019;30;24;31;1;47;7;9;38.021.756,00 €;0;0,00 €;5;323.184,90 €;2;285.163,10 €;31;6.132,50 €;581;294,40 €;963;138,10 €;1.496;76,20 €;23.202;25,40 €;26.792;21,20 €;45.124;18,10 €;132.963;11,10 €;417.583;8,60 €;Fr
22.02.2019;26;25;14;21;16;10;8;39.633.274,00 €;0;0,00 €;1;1.684.414,10 €;2;297.249,50 €;34;5.828,40 €;615;289,90 €;1.325;104,60 €;1.415;84,00 €;21.894;28,00 €;28.665;20,70 €;57.929;14,70 €;116.166;13,30 €;442.817;8,50 €;Fr
01.03.2019;24;7;19;18;16;1;6;42.876.574,00 €;0;0,00 €;4;455.563,60 €;7;91.878,30 €;54;3.970,00 €;926;208,30 €;1.974;76,00 €;2.547;50,50 €;36.390;18,20 €;41.239;15,50 €;87.184;10,50 €;176.242;9,40 €;548.768;7,40 €;Fr
08.03.2019;29;45;4;30;31;7;1;47.363.266,00 €;0;0,00 €;4;503.234,70 €;7;101.492,70 €;53;4.468,20 €;682;312,50 €;1.367;121,20 €;2.059;69,00 €;30.362;24,10 €;33.174;21,40 €;59.055;17,20 €;171.324;10,70 €;506.675;8,90 €;Fr
15.03.2019;19;2;11;1;47;7;2;52.917.316,00 €;1;53.423.674,30 €;6;374.830,90 €;10;79.375,90 €;99;2.672,50 €;1.074;221,70 €;1.674;110,60 €;3.794;41,80 €;51.546;16,00 €;48.738;16,00 €;75.019;15,10 €;253.690;8,10 €;678.132;7,40 €;Fr
22.03.2019;24;20;49;44;15;9;7;37.750.524,00 €;0;0,00 €;0;0,00 €;7;80.893,90 €;42;4.494,10 €;523;324,80 €;926;142,60 €;1.574;71,90 €;24.083;24,20 €;27.159;20,80 €;46.033;17,60 €;134.382;10,90 €;435.329;8,20 €;Fr
29.03.2019;42;15;24;9;4;8;9;40.398.556,00 €;0;0,00 €;4;830.333,90 €;6;100.996,30 €;36;5.610,90 €;826;220,00 €;1.366;103,50 €;1.612;75,10 €;23.375;26,70 €;36.920;16,40 €;62.053;13,90 €;120.923;13,00 €;513.447;7,50 €;Fr
05.04.2019;31;22;50;43;44;9;1;42.029.132,00 €;0;0,00 €;2;893.119,00 €;7;90.062,40 €;33;6.368,00 €;596;317,30 €;1.111;132,40 €;1.579;79,80 €;23.987;27,10 €;26.827;23,50 €;51.519;17,50 €;133.326;12,20 €;413.941;9,60 €;Fr
12.04.2019;16;30;14;21;37;8;4;45.263.456,00 €;0;0,00 €;4;480.924,20 €;4;169.737,90 €;68;3.328,10 €;801;254,20 €;1.500;105,60 €;2.767;49,00 €;40.898;17,50 €;37.823;17,50 €;62.912;15,40 €;218.799;8,00 €;539.495;8,00 €;Fr
19.04.2019;43;47;18;37;21;3;1;48.083.552,00 €;0;0,00 €;3;681.183,60 €;9;80.139,20 €;58;4.145,10 €;809;267,40 €;1.436;117,10 €;1.876;76,80 €;29.330;25,40 €;37.330;19,30 €;64.802;15,90 €;162.186;11,50 €;553.179;8,30 €;Fr
26.04.2019;1;11;17;38;6;8;4;54.143.372,00 €;0;0,00 €;1;2.301.093,30 €;8;101.518,80 €;82;3.301,40 €;969;251,40 €;1.804;105,00 €;3.354;48,40 €;48.974;17,40 €;45.769;17,40 €;81.387;14,30 €;262.348;8,00 €;662.828;7,80 €;Fr
03.05.2019;19;3;42;10;9;1;7;64.462.932,00 €;0;0,00 €;1;2.739.674,60 €;6;161.157,30 €;83;3.883,30 €;1.304;222,40 €;2.409;93,60 €;3.827;50,50 €;50.477;19,70 €;61.084;15,80 €;107.772;12,80 €;247.865;10,10 €;832.747;7,30 €;Fr
10.05.2019;29;15;7;19;5;8;3;79.598.008,00 €;2;45.000.000,00 €;11;994.790,90 €;18;66.331,60 €;149;2.671,00 €;2.237;160,10 €;3.625;76,80 €;6.772;35,20 €;89.603;13,80 €;85.275;13,80 €;143.271;11,90 €;419.060;7,40 €;1.130.480;6,70 €;Fr
17.05.2019;27;33;20;46;35;9;5;39.832.156,00 €;0;0,00 €;4;423.216,60 €;7;85.354,60 €;68;2.928,80 €;908;197,40 €;1.269;109,80 €;2.509;47,60 €;30.645;20,10 €;38.596;15,40 €;56.624;15,10 €;156.146;9,90 €;479.406;7,90 €;Fr
24.05.2019;50;47;38;26;8;3;7;41.251.970,00 €;0;0,00 €;4;438.302,10 €;8;77.347,40 €;62;3.326,70 €;707;262,50 €;1.223;118,00 €;2.992;41,30 €;43.104;16,60 €;32.478;16,60 €;53.584;16,50 €;245.206;7,70 €;470.947;7,70 €;Fr
31.05.2019;10;35;12;36;43;5;2;43.476.198,00 €;0;0,00 €;5;369.547,60 €;6;108.690,40 €;47;4.625,10 €;787;248,50 €;1.235;123,20 €;2.475;52,60 €;35.579;18,90 €;34.778;18,70 €;57.969;16,10 €;190.976;8,80 €;521.975;7,90 €;Fr
07.06.2019;8;20;7;38;35;9;5;47.164.734,00 €;0;0,00 €;3;668.167,00 €;5;141.494,20 €;38;6.205,80 €;767;276,70 €;1.373;120,20 €;2.318;61,00 €;35.570;20,50 €;37.393;18,90 €;66.306;15,20 €;184.331;9,90 €;565.619;7,90 €;Fr
14.06.2019;42;40;41;8;23;10;2;50.331.156,00 €;1;55.280.363,70 €;2;1.069.537,00 €;3;251.655,70 €;43;5.852,40 €;714;317,20 €;1.418;124,20 €;2.026;74,50 €;29.805;26,10 €;35.793;21,00 €;66.153;16,30 €;159.155;12,30 €;527.878;9,10 €;Fr
21.06.2019;45;41;20;37;27;1;7;37.090.362,00 €;0;0,00 €;3;525.446,70 €;5;111.271,00 €;26;7.132,70 €;576;289,70 €;961;135,00 €;1.503;74,00 €;24.530;23,40 €;24.991;22,20 €;44.015;18,10 €;136.875;10,50 €;396.743;8,90 €;Fr
28.06.2019;38;18;26;25;35;6;5;38.691.440,00 €;1;18.927.585,40 €;1;1.644.386,20 €;7;82.910,20 €;47;4.116,10 €;852;204,30 €;1.363;99,30 €;2.054;56,50 €;29.780;20,10 €;35.789;16,20 €;57.338;14,50 €;147.842;10,20 €;497.064;7,40 €;Fr
05.07.2019;50;1;48;15;34;10;6;36.434.924,00 €;0;0,00 €;4;387.121,00 €;2;273.261,90 €;34;5.358,00 €;533;307,60 €;944;135,00 €;1.333;81,90 €;19.544;28,80 €;23.746;23,00 €;44.892;17,40 €;103.346;13,70 €;357.645;9,70 €;Fr
12.07.2019;36;31;40;45;42;7;9;38.184.960,00 €;0;0,00 €;3;540.953,60 €;2;286.387,20 €;32;5.966,40 €;492;349,20 €;866;154,30 €;1.502;76,20 €;23.073;25,60 €;24.109;23,70 €;40.812;20,10 €;132.090;11,20 €;392.753;9,20 €;Fr
19.07.2019;47;32;45;49;31;9;7;40.965.768,00 €;0;0,00 €;2;870.522,50 €;3;204.828,80 €;43;4.763,40 €;628;293,50 €;995;144,10 €;1.853;66,30 €;27.889;22,70 €;28.248;21,70 €;46.709;18,80 €;145.565;10,90 €;441.729;8,80 €;Fr
26.07.2019;46;8;30;3;48;1;3;42.728.246,00 €;0;0,00 €;6;307.109,20 €;2;307.109,20 €;34;6.283,50 €;649;296,20 €;1.114;134,20 €;1.769;72,40 €;27.540;24,00 €;32.131;19,90 €;53.940;17,00 €;150.838;11,00 €;494.605;8,20 €;Fr
